0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
"[17202529, 17230011]",,"[15324821, 15326083]",,"[16543013, 16555800]",,"[22671035, 23008215]",,"[20600563, 20601166]",,"[24258760, 24275132]",,"[12931185, 12932552]",,"[18171432, 18189077]",,"[3873686, 3874399]","[8966529, 8983003]",,,"[17123295, 17150949]",,"[17110826, 17113315]",,"[12798337, 12837764]",,,,,,"[16263834, 16305993]",,"[5517216, 5517641]",
"[17257320, 17417856]",,"[15327921, 15328875]",,"[16559220, 16611220]",,"[23009603, 23111714]",,"[20604562, 20607995]",,"[24277550, 24279006]",,"[12942867, 13209803]",,"[18196459, 18206205]",,"[3874824, 3876617]","[8983222, 8983573]",,,"[17177826, 17208049]",,"[17115248, 17116032]",,"[12869943, 12875269]",,,,,,"[16308054, 16521267]",,"[5518071, 5518654]",
"[17419673, 17429159]",,"[15330781, 15340390]",,"[16616704, 16699219]",,"[23117717, 23131503]",,"[20625257, 20626641]",,"[24284025, 24289645]",,"[13212424, 13233239]",,"[18210273, 18223316]",,"[3877275, 3878887]","[8983754, 8985384]",,,"[17212310, 17230002]",,"[17123296, 17126540]",,"[12877704, 13068903]",,,,,,"[16542082, 16593800]",,"[5519317, 5519756]",
"[17434053, 17438858]",,"[15341821, 15404015]",,"[16700005, 16811003]",,"[23135992, 23143401]",,"[20629335, 20696789]",,"[24292097, 24301537]",,"[13241927, 13243416]",,"[18235587, 18240774]",,"[3880204, 3882475]","[8986240, 9011078]",,,"[17232508, 17247718]",,"[17127976, 17131049]",,"[13070234, 13071509]",,,,,,"[16594253, 16595427]",,"[5520303, 5520660]",
"[17440031, 17442370]",,"[15407378, 15561769]",,"[16816802, 16900576]",,"[23153555, 23155226]",,"[20697621, 20700502]",,"[24311352, 24340840]",,"[13267177, 13678165]",,"[18244849, 18283630]",,"[3883409, 3884121]","[9011352, 9039987]",,,"[17257320, 17270902]",,"[17134371, 17137681]",,"[13072953, 13078444]",,,,,,"[16596070, 16603229]",,"[5521821, 5522604]",
"[17446238, 17525740]",,"[15562775, 15566748]",,"[16901675, 17090858]",,"[23159511, 23169221]",,"[20702827, 20718888]",,,,"[13689499, 13783835]",,"[18284438, 18286202]",,"[3886506, 3888331]","[9040206, 9041501]",,,"[17275214, 17348731]",,"[17140834, 17148534]",,"[13080022, 13096453]",,,,,,"[16607034, 16900612]",,"[5523353, 5523754]",
"[17537344, 17563610]",,"[15575263, 15578753]",,"[17101706, 17103463]",,"[23172469, 23270527]",,"[20731615, 20758285]",,,,"[13786308, 13819551]",,"[18288802, 18307347]",,"[3890975, 3893045]","[9041722, 9054228]",,,"[17353514, 17422585]",,"[17149493, 17150792]",,"[13098035, 13107787]",,,,,,"[16901675, 17090858]",,"[5524145, 5524509]",
"[17587603, 17589790]",,"[15583487, 15625512]",,"[17105015, 17109773]",,"[23271793, 23276944]",,"[20761636, 20762689]",,,,"[13822197, 13841083]",,"[18310669, 18323023]",,"[3895756, 3897439]","[9054588, 9055588]",,,"[17433957, 17444149]",,"[17202990, 17230035]",,"[13109195, 13133754]",,,,,,"[17101706, 17113346]",,"[5525717, 5536409]",
"[17609962, 17685922]",,"[15639940, 15647780]",,"[17110839, 17113315]",,"[23279187, 23306973]",,"[20768272, 20772430]",,,,"[13856791, 13896420]",,"[18338863, 18344993]",,"[3900349, 3903837]","[9056175, 9158144]",,,"[17448609, 17466345]",,"[17232529, 17247718]",,"[13135410, 13159496]",,,,,,"[17123351, 17126540]",,"[5536729, 5539899]",
"[17693539, 17736169]",,"[15657516, 15675530]",,"[17115242, 17115949]",,"[23309889, 23312657]",,"[20793745, 20798831]",,,,"[13937303, 13937890]",,"[18349022, 18427981]",,"[3905641, 3910369]","[9169039, 9170149]",,,"[17534599, 17563608]",,"[17257320, 17270902]",,"[13167856, 13175766]",,,,,,"[17128013, 17133352]",,"[5540275, 5544813]",
"[17741138, 17871884]",,"[15680518, 15691443]",,"[17124251, 17126486]",,"[23326377, 23336267]",,"[20818167, 20831232]",,,,"[13938834, 13940712]",,"[18460079, 18490065]",,"[3911231, 3913688]","[9170420, 9177620]",,,"[17708713, 17725306]",,"[17275214, 17418371]",,"[13177613, 13179047]",,,,,,"[17134371, 17137681]",,"[5547177, 5547980]",
"[17875560, 18163453]",,"[15692310, 15697650]",,"[17128013, 17130990]",,"[23340509, 23385846]",,"[20843386, 20847711]",,,,"[13944817, 13945545]",,"[18499181, 18505422]",,"[3918088, 3921194]","[9178065, 9192430]",,,"[17766938, 17815868]",,"[17419572, 17429525]",,"[13179719, 13183594]",,,,,,"[17140911, 17150804]",,"[5548858, 5549278]",
"[18171423, 18199311]",,"[15703122, 15767921]",,"[17134371, 17137784]",,"[23388965, 23390021]",,"[20852280, 20854786]",,,,"[13946557, 13948328]",,"[18510393, 18512764]",,"[3921764, 3926662]","[9192785, 9199663]",,,"[17816678, 17872049]",,"[17434046, 17438402]",,"[13184150, 13185657]",,,,,,"[17155731, 17208049]",,"[5551757, 5552149]",
"[18208404, 18220871]",,"[15771081, 15890007]",,"[17140835, 17142752]",,"[23401672, 23404155]",,"[20868339, 20890301]",,,,"[13949830, 13961450]",,"[18533574, 18535189]",,"[3927066, 3928901]","[9199969, 9291199]",,,"[17875906, 17881863]",,"[17440011, 17442394]",,"[13194176, 13209803]",,,,,,"[17236071, 17239048]",,"[5554545, 5554903]",
"[18237012, 18243286]",,"[15898287, 15907268]",,"[17144053, 17145593]",,"[23448540, 23583802]",,"[20899167, 20920428]",,,,"[13963041, 13964580]",,"[18546137, 18547172]",,"[3929373, 3936443]","[9291672, 9484551]",,,"[17882957, 17884526]",,"[17445111, 17563608]",,"[13212389, 13233361]",,,,,,"[17247921, 17563615]",,"[5555459, 5564723]",
"[18251604, 18260801]",,"[15911546, 15914003]",,"[17147199, 17150949]",,"[23599719, 23604201]",,"[20921222, 20954463]",,,,"[13965333, 13965968]",,"[18549784, 18554651]",,"[3939099, 3940734]","[9486254, 9552960]",,,"[17886693, 17975926]",,"[17609962, 17696438]",,"[13241896, 13243416]",,,,,,"[17586840, 17611884]",,"[5565048, 5566622]",
"[18261854, 18265842]",,"[15919006, 15925614]",,"[17155729, 17157094]",,"[23605871, 23786963]",,"[20976370, 21025675]",,,,"[13966534, 13972832]",,"[18557878, 18803674]",,"[3943124, 3944950]","[9553259, 9557385]",,,"[17999182, 18000845]",,"[17708713, 17721895]",,"[13267995, 13678069]",,,,,,"[17713413, 17721965]",,"[5566946, 5709083]",
"[18267088, 18274610]",,"[15927364, 15954034]",,"[17202644, 17208048]",,"[23788734, 23897840]",,"[21045062, 21047319]",,,,"[13973336, 14014316]",,"[18806297, 18808865]",,"[3948037, 3951394]","[9558509, 9559129]",,,"[18023963, 18163453]",,"[17766914, 17815868]",,"[13691848, 13728663]",,,,,,"[17747889, 17749764]",,"[5709792, 5742160]",
"[18284355, 18286233]",,"[15963093, 15967427]",,"[17235556, 17239036]",,"[23901236, 23905626]",,"[21068649, 21071494]",,,,"[14025758, 14026283]",,"[18814934, 18851981]",,"[3951775, 3954753]","[9559503, 9560211]",,,"[18171423, 18189166]",,"[17816870, 17871824]",,"[13737338, 13741212]",,,,,,"[17763939, 17781552]",,"[5743477, 5748404]",
"[18288802, 18323340]",,"[15986936, 15990435]",,"[17247995, 17348695]",,"[23917836, 23918771]",,"[21086341, 21090475]",,,,"[14029403, 14030463]",,"[18856938, 18999656]",,"[3956144, 3959232]","[9560693, 9560978]",,,"[18194075, 18194957]",,"[17875882, 17885878]",,"[13746627, 13749972]",,,,,,"[17783178, 17786081]",,"[5752855, 5755720]",
"[18335642, 18337390]",,"[15993666, 16002952]",,"[17353481, 17422609]",,"[23920223, 23921133]",,"[21099566, 21101514]",,,,"[14038070, 14039870]",,"[19012200, 19057249]",,"[3961414, 3964915]","[9561488, 9624799]",,,"[18196459, 18206205]",,"[17886743, 18199630]",,"[13755585, 13760343]",,,,,,"[17787365, 17789866]",,"[5757393, 5763127]",
"[18338867, 18344993]",,"[16015079, 16016604]",,"[17427839, 17429523]",,"[23923850, 24035063]",,"[21106962, 21110619]",,,,"[14045507, 14047623]",,"[19095258, 19152156]",,"[3965646, 3966055]","[9625006, 9652231]",,,"[18210506, 18220896]",,"[18207835, 18220814]",,"[13768525, 13798403]",,,,,,"[17791006, 17793050]",,"[5769403, 5770478]",
"[18349019, 18427974]",,"[16027480, 16043021]",,"[17434050, 17442028]",,"[24035857, 24064933]",,"[21130099, 21159526]",,,,"[14048330, 14049154]",,"[19154205, 19332840]",,"[3966710, 3968046]","[9653049, 9657644]",,,"[18235585, 18244143]",,"[18235540, 18240775]",,"[13798987, 13819551]",,,,,,"[17794542, 17807989]",,"[5773349, 5884801]",
"[18437399, 18439951]",,"[16075355, 16102386]",,"[17445097, 17622609]",,"[24069770, 24275125]",,"[21206029, 21206952]",,,,"[14050426, 14435978]",,"[19335181, 19336617]",,"[3968374, 3970502]","[9658030, 9745272]",,,"[18255327, 18260726]",,"[18251604, 18252187]",,"[13820624, 13841072]",,,,,,"[17808582, 17822437]",,"[5886606, 5918381]",
"[18445978, 18447650]",,"[16111904, 16113018]",,"[17708713, 17725304]",,"[24277582, 24280570]",,"[21210239, 21211488]",,,,"[14499104, 14548780]",,"[19338243, 19354014]",,"[3970756, 3973225]","[9745457, 9776051]",,,"[18261854, 18265842]",,"[18255327, 18260808]",,"[13848019, 13872479]",,,,,,"[17823991, 17847416]",,"[5919768, 5927029]",
"[18460083, 18468203]",,"[16116988, 16122458]",,"[17775552, 17815868]",,"[24285287, 24340840]",,"[21213599, 21214161]",,,,"[14577458, 14577982]",,"[19354581, 19366503]",,"[3973579, 3983963]","[9776360, 9783131]",,,"[18267670, 18283861]",,"[18261854, 18265879]",,"[13874468, 14019240]",,,,,,"[17849122, 17849763]",,"[5927740, 5954317]",
"[18479189, 18851791]",,"[16124568, 16126920]",,"[17816882, 17871768]",,,,"[21218873, 21220176]",,,,"[14587766, 14589055]",,"[19367046, 19373776]",,"[3984640, 3988002]","[9784384, 9969767]",,,"[18284491, 18286406]",,"[18267670, 18283870]",,"[14019860, 14079684]",,,,,,"[17850210, 17855078]",,"[5958994, 5979494]",
"[18856958, 18923630]",,"[16131308, 16305933]",,"[17875892, 17881650]",,,,"[21231855, 21232561]",,,,"[14590057, 14590591]",,"[19374360, 19567493]",,"[3988383, 3988656]","[9972928, 9974539]",,,"[18288802, 18307345]",,"[18284438, 18286202]",,"[14082100, 14135450]",,,,,,"[17857561, 17858397]",,"[5979990, 5982726]",
"[18926799, 18928127]",,"[16307217, 16330014]",,"[17882679, 17883555]",,,,"[21233675, 21235296]",,,,"[14600640, 14644909]",,"[19576652, 19577267]",,"[3989047, 3990498]","[9981556, 10096916]",,,"[18310669, 18318834]",,"[18288802, 18307377]",,"[14136734, 14141925]",,,,,,"[17869623, 17873915]",,"[5987945, 5994275]",
"[18949739, 18952073]",,"[16333121, 16336939]",,"[17888120, 17891793]",,,,"[21240107, 21259861]",,,,"[14652475, 14653557]",,"[19578181, 19587260]",,"[3991217, 3996922]","[10097880, 10098403]",,,"[18334432, 18340357]",,"[18310669, 18323053]",,"[14145831, 14147682]",,,,,,"[17876050, 17885893]",,"[5999206, 6000478]",
"[18976018, 18983013]",,"[16346887, 16521164]",,"[17894560, 17976115]",,,,"[21268748, 21270067]",,,,"[14654252, 14655109]",,"[19595549, 19596544]",,"[3997243, 3997620]","[10101500, 10101795]",,,"[18349016, 18512723]",,"[18335606, 18337479]",,"[14151675, 14168647]",,,,,,"[17887478, 17900262]",,"[6003992, 6005976]",
"[18987520, 18990299]",,"[16526178, 16529639]",,"[17999182, 18000845]",,,,"[21280085, 21291289]",,,,"[14676673, 14677233]",,"[19616967, 19617768]",,"[3998682, 4001717]","[10102225, 10103000]",,,"[18533585, 18535377]",,"[18338868, 18344993]",,"[14173774, 14263144]",,,,,,"[17905349, 17911818]",,"[6010133, 6011895]",
"[18999062, 19114664]",,"[16534614, 16536438]",,"[18023963, 18163449]",,,,"[21311635, 21467911]",,,,"[14679046, 14679596]",,"[19634627, 19635667]",,"[4002198, 4025470]","[10104529, 10105271]",,,"[18545719, 18547172]",,"[18349019, 18488312]",,"[14272614, 14306601]",,,,,,"[17912291, 17915090]",,"[6016801, 6017447]",
"[19118680, 19217791]",,"[16539047, 16737469]",,"[18171423, 18189161]",,,,"[21468616, 21497426]",,,,"[14697868, 14710491]",,"[19642080, 19642788]",,"[4025828, 4035458]","[10105498, 10105890]",,,"[18549353, 18551101]",,"[18500599, 18851981]",,"[14311761, 14314295]",,,,,,"[17915595, 17919045]",,"[6024797, 6028049]",
"[19220077, 19225121]",,"[16740040, 16764752]",,"[18196459, 18206205]",,,,"[21498703, 21552325]",,,,"[14711650, 14712248]",,"[19648561, 19649290]",,"[4035817, 4036162]","[10111397, 10111960]",,,"[18553639, 18555187]",,"[18856968, 18923633]",,"[14315278, 14328933]",,,,,,"[17928888, 17931587]",,"[6029166, 6031063]",
"[19250617, 19503362]",,"[16765421, 16767628]",,"[18212463, 18220897]",,,,"[21557437, 21616599]",,,,"[14715230, 14722641]",,"[19656633, 19713070]",,"[4036384, 4037119]","[10113930, 10114184]",,,"[18588955, 18592986]",,"[18975895, 18985655]",,"[14330111, 14483865]",,,,,,"[17936165, 17938249]",,"[6032236, 6040542]",
"[19524916, 19699742]",,"[16776478, 16780638]",,"[18235522, 18283645]",,,,"[21618158, 21618982]",,,,"[14729689, 14753117]",,"[19714078, 19728524]",,"[4042183, 4043407]","[10116390, 10116654]",,,"[18599029, 18603552]",,"[18999065, 19126978]",,"[14600957, 14663309]",,,,,,"[17942383, 17943906]",,"[6043733, 6044796]",
"[19724916, 19753424]",,"[16786382, 16787865]",,"[18284445, 18286202]",,,,"[21632047, 21633263]",,,,"[14759261, 14773578]",,"[19797097, 19800886]",,"[4044105, 4058051]","[10119102, 10119394]",,,"[18612433, 18616920]",,"[19135987, 19138442]",,"[14685762, 14686952]",,,,,,"[17945503, 17951481]",,"[6046004, 6048607]",
"[19797097, 20018845]",,"[16803227, 16810992]",,"[18288802, 18307315]",,,,"[21638982, 21639591]",,,,"[14775105, 14978507]",,"[19801718, 19892253]",,"[4058845, 4066423]","[10119766, 10120414]",,,"[18620097, 18621927]",,"[19139830, 19147252]",,"[14692028, 14724522]",,,,,,"[17958570, 17971057]",,"[6051186, 6054594]",
"[20032750, 20065812]",,"[16860245, 16861476]",,"[18310539, 18318856]",,,,"[21643820, 21873945]",,,,"[14985419, 15042982]",,"[19896998, 20014882]",,"[4066944, 4067963]","[10124286, 10131104]",,,"[18625240, 18658787]",,"[19156312, 19225211]",,"[14729910, 14735899]",,,,,,"[17972333, 17973189]",,"[6056097, 6063037]",
"[20067083, 20076682]",,"[16879924, 17099598]",,"[18334429, 18488312]",,,,"[21874535, 21879430]",,,,"[15047227, 15162348]",,"[20016570, 20017922]",,"[4068251, 4079395]","[10135876, 10136179]",,,"[18682337, 18743805]",,"[19250068, 19892368]",,"[14737400, 14753117]",,,,,,"[17974729, 17975760]",,"[6067397, 6068201]",
"[20077639, 20143322]",,"[17101706, 17103414]",,"[18510401, 18512753]",,,,"[21881718, 21988290]",,,,"[15168254, 15172101]",,"[20032889, 20038082]",,"[4080081, 4085228]","[10136684, 10137344]",,,"[18752195, 18753485]",,"[19896999, 19968570]",,"[14775178, 14981851]",,,,,,"[18002908, 18006430]",,"[6068845, 6072115]",
"[20148261, 20167794]",,"[17105015, 17109773]",,"[18523171, 18523781]",,,,"[21989567, 22007599]",,,,"[15176341, 15280334]",,"[20048212, 20054013]",,"[4085609, 4088843]","[10138086, 10138889]",,,"[18756027, 18757701]",,"[19972800, 19980853]",,"[14995471, 15241179]",,,,,,"[18022904, 18220896]",,"[6108753, 6109644]",
"[20170197, 20219838]",,"[17110839, 17113315]",,"[18533593, 18535528]",,,,"[22010209, 22010995]",,,,"[15288016, 15295576]",,"[20055751, 20064241]",,"[4089314, 4090256]","[10139132, 10140223]",,,"[18763344, 18773784]",,"[19983659, 19987547]",,"[15244323, 15251517]",,,,,,"[18223876, 18226034]",,"[6114148, 6119222]",
"[20220987, 20366999]",,"[17115248, 17116032]",,"[18545865, 18547175]",,,,"[22014698, 22019880]",,,,"[15296640, 15328868]",,"[20093090, 20102153]",,"[4091115, 4099505]","[10140616, 10180703]",,,"[18775322, 18777422]",,"[19989254, 20002875]",,"[15252444, 15280020]",,,,,,"[18229458, 18231011]",,"[6120053, 6120666]",
"[20368625, 20370801]",,"[17123296, 17126540]",,"[18549966, 18555259]",,,,"[22024650, 22026282]",,,,"[15330788, 15340594]",,"[20110259, 20110828]",,"[4101652, 4111051]","[10180939, 10402913]",,,"[18777924, 18778915]",,"[20004130, 20010591]",,"[15281105, 15284884]",,,,,,"[18235384, 18259531]",,"[6123508, 6124304]",
"[20373367, 20382319]",,"[17128017, 17132204]",,"[18610839, 18616918]",,,,"[22030813, 22056234]",,,,"[15341767, 15561778]",,"[20115723, 20143305]",,"[4111643, 4113219]","[10403557, 10614921]",,,"[18781819, 18782460]",,"[20012721, 20014433]",,"[15285455, 15295576]",,,,,,"[18261535, 18264053]",,"[6129136, 6130667]",
"[20387528, 20470867]",,"[17134371, 17137658]",,"[18620047, 18621927]",,,,"[22057731, 22059441]",,,,"[15563531, 15566739]",,"[20148263, 20165329]",,"[4117872, 4121439]","[10616022, 10618238]",,,"[18783679, 18785707]",,"[20021586, 20024966]",,"[15296620, 15340564]",,,,,,"[18267482, 18273682]",,"[6131356, 6131674]",
"[20472629, 20504612]",,"[17140836, 17148534]",,"[18625240, 18658787]",,,,"[22062144, 22091673]",,,,"[15568313, 15573486]",,"[20167127, 20167772]",,"[4124382, 4124822]","[10618597, 10652971]",,,"[18786823, 18787928]",,"[20034455, 20038048]",,"[15341909, 15360949]",,,,,,"[18284355, 18286202]",,"[6162915, 6163568]",
"[20510244, 20525963]",,"[17149495, 17157064]",,"[18682305, 18745127]",,,,"[22092896, 22112560]",,,,"[15575294, 15578986]",,"[20170194, 20288426]",,"[4125839, 4126459]","[10657031, 10671498]",,,"[18789804, 18791408]",,"[20041137, 20065821]",,"[15373498, 15378391]",,,,,,"[18288609, 18307372]",,"[6180432, 6193048]",
"[20527060, 20593808]",,"[17202552, 17230011]",,"[18752195, 18753489]",,,,"[22114593, 22118593]",,,,"[15583508, 15632497]",,"[20296678, 20359039]",,"[4126757, 4133998]","[10673718, 10681953]",,,"[18792823, 18796499]",,"[20067029, 20215815]",,"[15386205, 15393046]",,,,,,"[18310669, 18318822]",,"[6197051, 6197587]",
"[20595414, 20608419]",,"[17237386, 17238013]",,"[18756027, 18757689]",,,,"[22121688, 22323905]",,,,"[15640524, 15648062]",,"[20375350, 20381350]",,"[4134831, 4135918]","[10682181, 10688017]",,,"[18798816, 18799678]",,"[20218038, 20225356]",,"[15397531, 15401244]",,,,,,"[18322981, 18326055]",,"[6234217, 6239819]",
"[20628534, 20700557]",,"[17257320, 17348678]",,"[18763312, 18773785]",,,,"[22324433, 22371729]",,,,"[15651329, 15670547]",,"[20397117, 20412728]",,"[4138043, 4138950]","[10695828, 10698130]",,,"[18804680, 18805767]",,"[20225924, 20240431]",,"[15407427, 15409697]",,,,,,"[18334453, 18337454]",,"[6248782, 6249866]",
"[20702775, 20720044]",,"[17353518, 17417850]",,"[18776060, 18778915]",,,,"[22382603, 22408185]",,,,"[15674461, 15675219]",,"[20429654, 20470816]",,"[4139933, 4141371]","[10700704, 10704352]",,,"[18806307, 18809158]",,"[20241380, 20384808]",,"[15439344, 15440790]",,,,,,"[18348148, 18362292]",,"[6271023, 6272043]",
"[20731624, 20745056]",,"[17419415, 17422028]",,"[18781819, 18785757]",,,,"[22410003, 22413864]",,,,"[15677604, 15678487]",,"[20472548, 20504641]",,"[4142915, 4143959]","[10708088, 10708912]",,,"[18809796, 18810359]",,"[20387393, 20470125]",,"[15443823, 15489452]",,,,,,"[18378660, 18443418]",,"[6273478, 6274627]",
"[20746384, 20752497]",,"[17426077, 17442368]",,"[18792825, 18796500]",,,,"[22418961, 22432009]",,,,"[15683781, 15690524]",,"[20509838, 20583718]",,"[4144574, 4145419]","[10720005, 10724582]",,,"[18814934, 18837916]",,"[20472635, 20568765]",,"[15498696, 15513811]",,,,,,"[18460780, 18465369]",,"[6276849, 6278595]",
"[20753834, 20758305]",,"[17446214, 17758399]",,"[18804429, 18810252]",,,,"[22435477, 22436278]",,,,"[15692326, 15698399]",,"[20598616, 20610018]",,"[4146099, 4148137]","[10726407, 10726988]",,,"[18848869, 18851851]",,"[20569948, 20579260]",,"[15518197, 15568695]",,,,,,"[18471557, 18473530]",,"[6287167, 6288062]",
"[20761636, 20763576]",,"[17766929, 17803715]",,"[18814934, 18851807]",,,,"[22437022, 22438984]",,,,"[15700078, 15701350]",,"[20611740, 20636736]",,"[4149461, 4150467]","[10729601, 10730176]",,,"[18870819, 18999656]",,"[20598547, 20636735]",,"[15572839, 15573486]",,,,,,"[18486490, 18487785]",,"[6291141, 6291705]",
"[20765047, 20772420]",,"[17804450, 17815868]",,"[18856961, 18999286]",,,,"[22440821, 22441325]",,,,"[15703122, 15768808]",,"[20643471, 20720095]",,"[4151450, 4156096]","[10734379, 10738144]",,,"[19012200, 19076069]",,"[20643462, 20695681]",,"[15584451, 15585253]",,,,,,"[18502471, 18506117]",,"[6292798, 6296262]",
"[20806077, 20808883]",,"[17816882, 17871914]",,"[19012777, 19048800]",,,,"[22450444, 22551274]",,,,"[15772497, 15891862]",,"[20731628, 20758315]",,"[4156488, 4159777]","[10752090, 10752444]",,,"[19102356, 19134069]",,"[20697621, 20700406]",,"[15589801, 15605668]",,,,,,"[18508420, 18512479]",,"[6296865, 6299020]",
"[20818172, 20841499]",,"[17875643, 17885647]",,"[19049588, 19065659]",,,,"[22558433, 22563627]",,,,"[15898287, 15908946]",,"[20761620, 20762649]",,"[4160210, 4161070]","[10753971, 10759275]",,,"[19136044, 19138389]",,"[20702572, 20777754]",,"[15606205, 15609850]",,,,,,"[18533655, 18535196]",,"[6326870, 6327377]",
"[20843519, 20848342]",,"[17890321, 18143396]",,"[19102356, 19117821]",,,,"[22582420, 22586964]",,,,"[15918547, 15923923]",,"[20764956, 20773811]",,"[4161760, 4169274]","[10763824, 10765270]",,,"[19139830, 19147306]",,"[20778838, 20919976]",,"[15612123, 15625512]",,,,,,"[18540057, 18541535]",,"[6331462, 6337893]",
"[20852382, 20855206]",,"[18145601, 18220896]",,"[19119463, 19134480]",,,,"[22593491, 22652488]",,,,"[15928221, 15954032]",,"[20776765, 20777465]",,"[4169669, 4170166]","[10765585, 10768076]",,,"[19152725, 19546823]",,"[20921222, 20927431]",,"[15644097, 15647936]",,,,,,"[18546125, 18547054]",,"[6340347, 6342318]",
"[20868255, 20890301]",,"[18235554, 18240774]",,"[19136111, 19138389]",,,,"[22655554, 22662586]",,,,"[15963072, 15967412]",,"[20795878, 20803040]",,"[4171017, 4172210]","[10769937, 10775119]",,,"[19550188, 19678932]",,"[20928086, 20970523]",,"[15651710, 15670547]",,,,,,"[18549908, 18550426]",,"[6343517, 6345000]",
"[20892090, 20919851]",,"[18251819, 18265913]",,"[19139832, 19147235]",,,,"[22664378, 22725760]",,,,"[15986967, 15990570]",,"[20818167, 20830643]",,"[4173506, 4173923]","[10779973, 10781060]",,,"[19689597, 19789458]",,"[20976326, 21004948]",,"[15681164, 15698825]",,,,,,"[18551609, 18552344]",,"[6345726, 6347666]",
"[20921417, 20970153]",,"[18267088, 18283687]",,"[19154399, 19330131]",,,,"[22726349, 23005010]",,,,"[15993654, 16002954]",,"[20834354, 20842263]",,"[4174380, 4185485]","[10781731, 10786293]",,,"[19797097, 19800871]",,"[21034296, 21065713]",,"[15700540, 16405297]",,,,,,"[18553556, 18554604]",,"[6348811, 6349476]",
"[20976417, 20990350]",,"[18284438, 18286452]",,"[19331172, 19332758]",,,,"[23006806, 23008638]",,,,"[16014885, 16016668]",,"[20843630, 20850213]",,"[4186261, 4186812]","[10788965, 10790216]",,,"[19801718, 19818752]",,"[21070124, 21103221]",,"[16408985, 16500105]",,,,,,"[18558506, 18560841]",,"[6355560, 6356745]",
"[21023530, 21025878]",,"[18288802, 18323340]",,"[19335186, 19373831]",,,,"[23011427, 23043024]",,,,"[16024636, 16043020]",,"[20852325, 20855350]",,"[4187632, 4188287]","[10795421, 10797477]",,,"[19838391, 19839149]",,"[21125446, 21127099]",,"[16503001, 16532394]",,,,,,"[18562621, 18565535]",,"[6358548, 6360343]",
"[21045038, 21047302]",,"[18338856, 18362304]",,"[19374351, 19567481]",,,,"[23044474, 23051560]",,,,"[16045927, 16048339]",,"[20857293, 20858884]",,"[4188712, 4190667]","[10798344, 10821763]",,,"[19850106, 19875943]",,"[21129482, 21132841]",,"[16543015, 16597278]",,,,,,"[18585463, 18587690]",,"[6360677, 6362611]",
"[21068659, 21071509]",,"[18379362, 18488215]",,"[19578188, 19587532]",,,,"[23053891, 23111764]",,,,"[16075525, 16120354]",,"[20868287, 20890301]",,"[4192526, 4196174]","[10822537, 10916958]",,,"[19877056, 19892978]",,"[21191662, 21192756]",,"[16600254, 16611237]",,,,,,"[18589660, 18591297]",,"[6364010, 6366190]",
"[21074592, 21077117]",,"[18510393, 18512750]",,"[19656654, 19789458]",,,,"[23117725, 23131485]",,,,"[16121522, 16500104]",,"[20893818, 20918554]",,"[4196638, 4198694]","[10918009, 10920765]",,,"[19896999, 19975893]",,"[21210249, 21214295]",,"[16617033, 16620291]",,,,,,"[18598281, 18603534]",,"[6373561, 6375290]",
"[21086347, 21090474]",,"[18533614, 18535528]",,"[19797097, 19800886]",,,,"[23134231, 23143409]",,,,"[16502997, 16505842]",,"[20919188, 20919917]",,"[4199425, 4202239]","[10921767, 10922640]",,,"[19977852, 20014882]",,"[21218875, 21220272]",,"[16625719, 16764747]",,,,,,"[18611024, 18613621]",,"[6376952, 6383802]",
"[21099765, 21101899]",,"[18545862, 18547098]",,"[19801718, 19818752]",,,,"[23153979, 23155177]",,,,"[16507203, 16531330]",,"[20921217, 20951344]",,"[4204669, 4206337]","[10923058, 10952422]",,,"[20016570, 20017922]",,"[21249566, 21302926]",,"[16765421, 16773523]",,,,,,"[18618669, 18620843]",,"[6413832, 6414669]",
"[21106822, 21110596]",,"[18549822, 18551101]",,"[19850493, 19885329]",,,,"[23159330, 23169188]",,,,"[16533371, 16536466]",,"[20976362, 21150606]",,"[4207675, 4208172]","[10960577, 11058082]",,,"[20020834, 20021368]",,"[21303511, 21306306]",,"[16776478, 16879192]",,,,,,"[18633971, 18634868]",,"[6425168, 6426353]",
"[21130099, 21133114]",,"[18553556, 18555248]",,"[19887770, 19892259]",,,,"[23172474, 23270516]",,,,"[16538833, 16699219]",,"[21191954, 21192719]",,"[4208953, 4210659]","[11070435, 11164519]",,,"[20031352, 20065821]",,"[21308937, 21412539]",,"[16881237, 17099598]",,,,,,"[18646874, 18649984]",,"[6437328, 6438137]",
"[21201812, 21204873]",,"[18588611, 18592986]",,"[19896999, 20014897]",,,,"[23271822, 23273612]",,,,"[16700005, 16764752]",,"[21198838, 21200859]",,"[4211136, 4213555]","[11164947, 12024447]",,,"[20067083, 20108660]",,"[21425038, 21427376]",,"[17101706, 17103362]",,,,,,"[18651406, 18654330]",,"[6460315, 6462363]",
"[21213486, 21216430]",,"[18599287, 18603511]",,"[20016570, 20017913]",,,,"[23274281, 23276947]",,,,"[16765421, 16780463]",,"[21206755, 21208029]",,"[4214421, 4216032]","[12024655, 12051000]",,,"[20115723, 20143305]",,"[21431080, 21639801]",,"[17105015, 17107383]",,,,,,"[18660476, 18662295]",,"[6471234, 6471756]",
